Year,Plot,Tag,Taxon,X.cm,Y.cm,Tag.offset.x,Tag.offset.y,Length.cm,Height.cm,X.Capitulescences,Is.seedling,Died.this.census.final,Length.cm.prev,Growth,Survival,Is.recruit
2015,46,1533*B,Heterotheca villosa,177.9586341,117.8344117,2,-1,0.5,0.2,0,1,0,NA,NA,1,1
2016,46,1533*A,Heterotheca villosa,178.2337508,117.509602,2,-1,1,2,0,0,0,0.5,0.5,1,0
2016,46,1533*B,Heterotheca villosa,177.9172682,117.6688234,2,-1,1,2,0,0,1,0.5,0.5,0,0
2017,46,1533*A,Heterotheca villosa,178,118,2,-1,0,0,0,0,0,1,-1,1,0
2018,46,1533*A,Heterotheca villosa,178,118,2,-1,3,2.5,0,0,0,0,3,1,0
2019,46,1533*A,Heterotheca villosa,178,118,2,-1,3,3,0,0,0,3,0,1,0
2020,46,1533*A,Heterotheca villosa,178,118,2,-1,4,3,0,0,0,3,1,1,0
2021,46,1533*A,Heterotheca villosa,178,118,2,-1,10.5,6,1,0,0,4,6.5,1,0
2015,46,1534*A,Carex siccata,199,151,-10,-10,14,13,0,0,0,NA,NA,1,1
2016,46,1534*A,Carex siccata,199,151,-10,-10,9,14,1,0,0,14,-5,1,0
2017,46,1534*A,Carex siccata,199,151,-10,-10,3,3,0,0,0,9,-6,1,0
2018,46,1534*A,Carex siccata,199,151,-10,-10,0,0,0,0,1,3,-3,0,0
2015,46,1535*A,Lupinus argenteus,15,190,-10,-10,1.5,1.5,0,1,0,NA,NA,1,1
2016,46,1535*A,Lupinus argenteus,15,190,-10,-10,0,0,0,0,1,1.5,-1.5,0,0
2015,46,1536*A,Senecio crassulus,85,85,-5,-5,0.8,0.5,0,1,0,NA,NA,1,1
2016,46,1536*A,Senecio crassulus,85,85,-5,-5,0.3,0.5,0,0,0,0.8,-0.5,1,0
2017,46,1536*A,Senecio crassulus,85,85,-5,-5,3,5,0,0,0,0.3,2.7,1,0
2018,46,1536*A,Senecio crassulus,85,85,-5,-5,2,3,0,0,0,3,-1,1,0
2019,46,1536*A,Senecio crassulus,85,85,-5,-5,0,0,0,0,1,2,-2,0,0
2015,46,1537*A,Senecio crassulus,73.58437695,101.774005,-10,-10,1,1,0,1,0,NA,NA,1,1
2015,46,1537*B,Senecio crassulus,72.79317042,102.1720585,-10,-10,1,1,0,1,1,NA,NA,0,1
2016,46,1537*A,Senecio crassulus,73,103,-10,-10,6,6,1,0,0,1,5,1,0
2017,46,1537*A,Senecio crassulus,73,103,-10,-10,0,0,0,0,1,6,-6,0,0
2015,46,1538*A,Phacelia hastata,113,80,-10,-10,1.5,0.5,0,1,0,NA,NA,1,1
2016,46,1538*A,Phacelia hastata,113,80,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2017,46,1538*A,Phacelia hastata,113,80,-10,-10,0,0,0,0,1,2,-2,0,0
2015,46,1539*A,Agoseris glauca,120,67,-10,-10,6,2,0,0,0,NA,NA,1,1
2016,46,1539*A,Agoseris glauca,120,67,-10,-10,2,2,1,0,0,6,-4,1,0
2017,46,1539*A,Agoseris glauca,120,67,-10,-10,0,0,0,0,1,2,-2,0,0
2014,14,154*A,Elymus lanceolatus,80,85,-10,10,10,14,1,0,0,NA,NA,1,NA
2015,14,154*A,Elymus lanceolatus,80,85,-10,10,18.5,23,5,0,0,10,8.5,1,0
2016,14,154*A,Elymus lanceolatus,80,85,-10,10,18.5,24,4,0,1,18.5,0,0,0
2014,14,155*A,Elymus lanceolatus,85,90,0,10,11,21,1,0,1,NA,NA,0,NA
2015,1,1551*A,Senecio crassulus,179,152,-10,-10,1,1.8,0,1,0,NA,NA,1,1
2016,1,1551*A,Senecio crassulus,179,152,-10,-10,3,3.3,0,0,0,1,2,1,0
2017,1,1551*A,Senecio crassulus,179,152,-10,-10,0,0,0,0,1,3,-3,0,0
2015,5,1552*A,Lupinus argenteus,60,86,-10,-10,3.5,2,0,0,0,NA,NA,1,1
2016,5,1552*A,Lupinus argenteus,60,86,-10,-10,0,0,0,0,0,3.5,-3.5,1,0
2017,5,1552*A,Lupinus argenteus,60,86,-10,-10,2.5,1.4,0,0,0,0,2.5,1,0
2018,5,1552*A,Lupinus argenteus,60,86,-10,-10,0,0,0,0,1,2.5,-2.5,0,0
2015,5,1553*A,Lupinus argenteus,70,83,-10,-10,6,4,0,0,0,NA,NA,1,1
2016,5,1553*A,Lupinus argenteus,70,83,-10,-10,5.7,4,0,0,0,6,-0.3,1,0
2017,5,1553*A,Lupinus argenteus,70,83,-10,-10,0,0,0,0,1,5.7,-5.7,0,0
2014,5,1554*A,Chaenactis douglasii,112,37,-10,-10,2.5,2,0,0,0,NA,NA,1,NA
2015,5,1554*A,Chaenactis douglasii,112,37,-10,-10,2.5,2,0,0,0,2.5,0,1,0
2016,5,1554*A,Chaenactis douglasii,112,37,-10,-10,6,4.2,0,0,0,2.5,3.5,1,0
2017,5,1554*A,Chaenactis douglasii,112,37,-10,-10,0,0,0,0,1,6,-6,0,0
2014,5,1555*A,Chaenactis douglasii,170,130,-10,-10,2,1,0,0,0,NA,NA,1,NA
2015,5,1555*A,Chaenactis douglasii,170,130,-10,-10,2,1,0,0,0,2,0,1,0
2016,5,1555*A,Chaenactis douglasii,170,130,-10,-10,3.3,2.5,0,0,0,2,1.3,1,0
2017,5,1555*A,Chaenactis douglasii,170,130,-10,-10,0,0,0,0,1,3.3,-3.3,0,0
2014,5,1556*A,Chaenactis douglasii,179,125,10,10,3,3.5,0,0,0,NA,NA,1,NA
2015,5,1556*A,Chaenactis douglasii,179,125,10,10,3,3.5,0,0,0,3,0,1,0
2016,5,1556*A,Chaenactis douglasii,179,125,10,10,1.3,2.3,0,0,0,3,-1.7,1,0
2017,5,1556*A,Chaenactis douglasii,179,125,10,10,0,0,0,0,1,1.3,-1.3,0,0
2015,5,1557*A,Lupinus argenteus,77,199,-10,-10,2.5,2.5,0,0,0,NA,NA,1,1
2016,5,1557*A,Lupinus argenteus,77,199,-10,-10,8.7,6.9,0,0,0,2.5,6.2,1,0
2017,5,1557*A,Lupinus argenteus,77,199,-10,-10,11,6,0,0,0,8.7,2.3,1,0
2018,5,1557*A,Lupinus argenteus,77,199,-10,-10,0,0,0,0,1,11,-11,0,0
2014,6,1558*A,Elymus lanceolatus,121,63,-10,-10,19,12,0,0,0,NA,NA,1,NA
2015,6,1558*A,Elymus lanceolatus,121,63,-10,-10,19,12,0,0,0,19,0,1,0
2016,6,1558*A,Elymus lanceolatus,121,63,-10,-10,22,21,10,0,0,19,3,1,0
2017,6,1558*A,Elymus lanceolatus,121,63,-10,-10,21,19,1,0,0,22,-1,1,0
2018,6,1558*A,Elymus lanceolatus,121,63,-10,-10,26,19.5,12,0,0,21,5,1,0
2019,6,1558*A,Elymus lanceolatus,121,63,-10,-10,25,24,8,0,0,26,-1,1,0
2020,6,1558*A,Elymus lanceolatus,121,63,-10,-10,23.5,23,1,0,0,25,-1.5,1,0
2021,6,1558*A,Elymus lanceolatus,121,63,-10,-10,21,20,4,0,0,23.5,-2.5,1,0
2015,8,1559*A,Lupinus argenteus,44,155,-10,-10,4.5,3,0,0,0,NA,NA,1,1
2016,8,1559*A,Lupinus argenteus,44,155,-10,-10,0,0,0,0,1,4.5,-4.5,0,0
2014,14,156*A,Eriogonum umbellatum,148,102,-10,-10,73,2,142,0,0,NA,NA,1,NA
2015,14,156*A,Eriogonum umbellatum,148,102,-10,-10,75,2.5,218,0,0,73,2,1,0
2016,14,156*A,Eriogonum umbellatum,148,102,-10,-10,74,3.8,176,0,0,75,-1,1,0
2017,14,156*A,Eriogonum umbellatum,148,102,-10,-10,78,3,211,0,0,74,4,1,0
2018,14,156*A,Eriogonum umbellatum,148,102,-10,-10,77,2,228,0,0,78,-1,1,0
2019,14,156*A,Eriogonum umbellatum,148,102,-10,-10,78,3,243,0,0,77,1,1,0
2020,14,156*A,Eriogonum umbellatum,148,102,-10,-10,80,5.5,138,0,0,78,2,1,0
2021,14,156*A,Eriogonum umbellatum,148,102,-10,-10,79,2,93,0,0,80,-1,1,0
2015,8,1560*A,Lupinus argenteus,181,177,-10,-10,2.5,2.5,0,0,0,NA,NA,1,1
2016,8,1560*A,Lupinus argenteus,181,177,-10,-10,0,0,0,0,1,2.5,-2.5,0,0
2015,8,1561*A,Lupinus argenteus,194,130,-10,-10,5.5,3.5,0,0,0,NA,NA,1,1
2016,8,1561*A,Lupinus argenteus,194,130,-10,-10,0,0,0,0,1,5.5,-5.5,0,0
2015,10,1562*A,Lupinus argenteus,8,105,-10,-10,2,2,0,1,0,NA,NA,1,1
2016,10,1562*A,Lupinus argenteus,8,105,-10,-10,0,0,0,0,0,2,-2,1,0
2017,10,1562*A,Lupinus argenteus,8,105,-10,-10,3.5,2.5,0,0,0,0,3.5,1,0
2018,10,1562*A,Lupinus argenteus,8,105,-10,-10,0,0,0,0,1,3.5,-3.5,0,0
2015,11,1563*A,Eriogonum umbellatum,65,15,-10,-10,0.6,1.5,0,1,0,NA,NA,1,1
2016,11,1563*A,Eriogonum umbellatum,65,15,-10,-10,0,0,0,0,1,0.6,-0.6,0,0
2015,11,1564*A,Lupinus argenteus,69,15,-10,-10,4,3.5,0,0,0,NA,NA,1,1
2016,11,1564*A,Lupinus argenteus,69,15,-10,-10,19.8,11,0,0,0,4,15.8,1,0
2017,11,1564*A,Lupinus argenteus,69,15,-10,-10,0,0,0,0,1,19.8,-19.8,0,0
2015,11,1565*A,Senecio crassulus,75,24,-10,-10,1.5,0.5,0,1,0,NA,NA,1,1
2016,11,1565*A,Senecio crassulus,75,24,-10,-10,1,3.2,0,0,0,1.5,-0.5,1,0
2017,11,1565*A,Senecio crassulus,75,24,-10,-10,0,0,0,0,1,1,-1,0,0
2014,13,1566*A,Eriogonum umbellatum,15,51,-5,5,1.5,1.5,0,0,0,NA,NA,1,NA
2015,13,1566*A,Eriogonum umbellatum,15,51,-5,5,1.5,1.5,0,0,0,1.5,0,1,0
2016,13,1566*A,Eriogonum umbellatum,15,51,-5,5,2.3,2.4,0,0,0,1.5,0.8,1,0
2017,13,1566*A,Eriogonum umbellatum,15,51,-5,5,4,3,0,0,0,2.3,1.7,1,0
2018,13,1566*A,Eriogonum umbellatum,15,51,-5,5,4.5,2.5,0,0,0,4,0.5,1,0
2019,13,1566*A,Eriogonum umbellatum,15,51,-5,5,5.5,3,0,0,0,4.5,1,1,0
2020,13,1566*A,Eriogonum umbellatum,15,51,-5,5,5,3,0,0,0,5.5,-0.5,1,0
2021,13,1566*A,Eriogonum umbellatum,15,51,-5,5,6,3,0,0,0,5,1,1,0
2015,13,1567*A,Chaenactis douglasii,148.5259393,58.89660454,10,10,0.5,0.5,0,1,0,NA,NA,1,1
2015,13,1567*B,Chaenactis douglasii,147.8138534,59.25485265,10,10,0.5,0.5,0,1,1,NA,NA,0,1
2015,13,1567*C,Chaenactis douglasii,146.2217119,56.05704631,10,10,0.5,0.5,0,1,1,NA,NA,0,1
2015,13,1567*D,Chaenactis douglasii,150.6119311,63.31967921,10,10,0.5,0.5,0,1,1,NA,NA,0,1
2015,13,1567*E,Chaenactis douglasii,144.9848648,61.86487536,10,10,0.5,0.5,0,1,1,NA,NA,0,1
2016,13,1567*A,Chaenactis douglasii,148,60,10,10,0,0,0,0,1,0.5,-0.5,0,0
2015,15,1568*A,Eriogonum umbellatum,165,14,-10,-10,0.7,1,0,1,0,NA,NA,1,1
2016,15,1568*A,Eriogonum umbellatum,165,14,-10,-10,1.4,1,0,0,0,0.7,0.7,1,0
2017,15,1568*A,Eriogonum umbellatum,165,14,-10,-10,3,1.5,0,0,0,1.4,1.6,1,0
2018,15,1568*A,Eriogonum umbellatum,165,14,-10,-10,2,1.5,0,0,0,3,-1,1,0
2019,15,1568*A,Eriogonum umbellatum,165,14,-10,-10,3.5,1,0,0,0,2,1.5,1,0
2020,15,1568*A,Eriogonum umbellatum,165,14,-10,-10,3.2,2,0,0,0,3.5,-0.3,1,0
2021,15,1568*A,Eriogonum umbellatum,165,14,-10,-10,2.6,2,0,0,0,3.2,-0.6,1,0
2015,15,1569*A,Lupinus argenteus,27,2,-10,-10,7,2.5,0,0,0,NA,NA,1,1
2016,15,1569*A,Lupinus argenteus,27,2,-10,-10,6,5,0,0,0,7,-1,1,0
2017,15,1569*A,Lupinus argenteus,27,2,-10,-10,0,0,0,0,1,6,-6,0,0
2014,14,157*A,Elymus lanceolatus,135,105,-10,-10,13,22,3,0,0,NA,NA,1,NA
2015,14,157*A,Elymus lanceolatus,135,105,-10,-10,13,17.5,2,0,0,13,0,1,0
2016,14,157*A,Elymus lanceolatus,135,105,-10,-10,21.5,17.5,2,0,0,13,8.5,1,0
2017,14,157*A,Elymus lanceolatus,135,105,-10,-10,18,20,2,0,0,21.5,-3.5,1,0
2018,14,157*A,Elymus lanceolatus,135,105,-10,-10,12,21.5,2,0,0,18,-6,1,0
2019,14,157*A,Elymus lanceolatus,135,105,-10,-10,14,20,2,0,0,12,2,1,0
2020,14,157*A,Elymus lanceolatus,135,105,-10,-10,21,11.5,0,0,0,14,7,1,0
2021,14,157*A,Elymus lanceolatus,135,105,-10,-10,9.5,11.5,0,0,0,21,-11.5,1,0
2015,15,1570*A,Lupinus argenteus,26,116,-10,-10,3,2,0,0,0,NA,NA,1,1
2016,15,1570*A,Lupinus argenteus,26,116,-10,-10,0,0,0,0,1,3,-3,0,0
2014,15,1571*A,Eriogonum umbellatum,71,164,-10,-10,5.5,2.5,0,0,0,NA,NA,1,NA
2015,15,1571*A,Eriogonum umbellatum,71,164,-10,-10,5.5,2.5,0,0,0,5.5,0,1,0
2016,15,1571*A,Eriogonum umbellatum,71,164,-10,-10,9,3,4,0,0,5.5,3.5,1,0
2017,15,1571*A,Eriogonum umbellatum,71,164,-10,-10,12,2.5,3,0,0,9,3,1,0
2018,15,1571*A,Eriogonum umbellatum,71,164,-10,-10,13,3,12,0,0,12,1,1,0
2019,15,1571*A,Eriogonum umbellatum,71,164,-10,-10,18,4,13,0,0,13,5,1,0
2020,15,1571*A,Eriogonum umbellatum,71,164,-10,-10,19,4,16,0,0,18,1,1,0
2021,15,1571*A,Eriogonum umbellatum,71,164,-10,-10,23.5,3,7,0,0,19,4.5,1,0
2015,15,1572*A,Senecio crassulus,168,103,-10,-10,1,1.5,0,1,0,NA,NA,1,1
2016,15,1572*A,Senecio crassulus,168,103,-10,-10,0,0,0,0,1,1,-1,0,0
2015,15,1573*A,Lupinus argenteus,178,106,0,-10,3,2.5,0,1,0,NA,NA,1,1
2016,15,1573*A,Lupinus argenteus,178,106,0,-10,0,0,0,0,1,3,-3,0,0
2015,15,1574*A,Lupinus argenteus,176,73,-10,-10,5.5,4,0,0,0,NA,NA,1,1
2016,15,1574*A,Lupinus argenteus,176,73,-10,-10,8,5,0,0,0,5.5,2.5,1,0
2017,15,1574*A,Lupinus argenteus,176,73,-10,-10,0,0,0,0,1,8,-8,0,0
2015,15,1575*A,Lupinus argenteus,145,68,-10,-10,12.5,7,0,0,0,NA,NA,1,1
2016,15,1575*A,Lupinus argenteus,145,68,-10,-10,8,5,0,0,0,12.5,-4.5,1,0
2017,15,1575*A,Lupinus argenteus,145,68,-10,-10,0,0,0,0,1,8,-8,0,0
2015,15,1576*A,Lupinus argenteus,160,76,-10,-10,13,7,0,0,0,NA,NA,1,1
2016,15,1576*A,Lupinus argenteus,160,76,-10,-10,0,0,0,0,1,13,-13,0,0
2015,16,1577*A,Agoseris glauca,57,11,-10,-10,1.5,2.1,0,1,0,NA,NA,1,1
2016,16,1577*A,Agoseris glauca,57,11,-10,-10,1,2,0,0,0,1.5,-0.5,1,0
2017,16,1577*A,Agoseris glauca,57,11,-10,-10,0,0,0,0,1,1,-1,0,0
2015,16,1578*A,Heterotheca villosa,62,3,-10,-10,1,0.6,0,1,0,NA,NA,1,1
2016,16,1578*A,Heterotheca villosa,62,3,-10,-10,0,0,0,0,1,1,-1,0,0
2015,16,1579*A,Arnica latifolia,43,30.5,-10,-10,1.4,1,0,1,0,NA,NA,1,1
2016,16,1579*A,Arnica latifolia,43,30.5,-10,-10,1.4,1,0,0,0,1.4,0,1,0
2017,16,1579*A,Arnica latifolia,43,30.5,-10,-10,2.6,5.5,0,0,0,1.4,1.2,1,0
2018,16,1579*A,Arnica latifolia,43,30.5,-10,-10,4,3,0,0,0,2.6,1.4,1,0
2019,16,1579*A,Arnica latifolia,43,30.5,-10,-10,8,6.5,0,0,0,4,4,1,0
2020,16,1579*A,Arnica latifolia,43,30.5,-10,-10,10,10.5,1,0,0,8,2,1,0
2021,16,1579*A,Arnica latifolia,43,30.5,-10,-10,16,6,1,0,0,10,6,1,0
2014,14,158*A,Elymus lanceolatus,137,111,0,0,8,14,1,0,0,NA,NA,1,NA
2015,14,158*A,Elymus lanceolatus,137,111,0,0,17,20,3,0,0,8,9,1,0
2016,14,158*A,Elymus lanceolatus,137,111,0,0,15,18,2,0,0,17,-2,1,0
2017,14,158*A,Elymus lanceolatus,137,111,0,0,18,25,1,0,0,15,3,1,0
2018,14,158*A,Elymus lanceolatus,137,111,0,0,16,17,1,0,0,18,-2,1,0
2019,14,158*A,Elymus lanceolatus,137,111,0,0,18,26,3,0,0,16,2,1,0
2020,14,158*A,Elymus lanceolatus,137,111,0,0,14,17.5,1,0,0,18,-4,1,0
2021,14,158*A,Elymus lanceolatus,137,111,0,0,18,18,2,0,0,14,4,1,0
2015,16,1580*A,Ivesia gordonii,29,55,-10,-10,0.6,0.5,0,1,0,NA,NA,1,1
2016,16,1580*A,Ivesia gordonii,29,55,-10,-10,0.5,0.5,0,0,0,0.6,-0.1,1,0
2017,16,1580*A,Ivesia gordonii,29,55,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2015,16,1581*A,Agoseris glauca,29,51,-10,-10,1.5,2,0,1,0,NA,NA,1,1
2016,16,1581*A,Agoseris glauca,29,51,-10,-10,0.5,1.5,0,0,0,1.5,-1,1,0
2017,16,1581*A,Agoseris glauca,29,51,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2015,16,1582*A,Eriogonum umbellatum,52,45,-5,-5,1.5,0.7,0,1,0,NA,NA,1,1
2016,16,1582*A,Eriogonum umbellatum,52,45,-5,-5,2,1.5,0,0,0,1.5,0.5,1,0
2017,16,1582*A,Eriogonum umbellatum,52,45,-5,-5,3,2.5,0,0,0,2,1,1,0
2018,16,1582*A,Eriogonum umbellatum,52,45,-5,-5,4.5,1,0,0,0,3,1.5,1,0
2019,16,1582*A,Eriogonum umbellatum,52,45,-5,-5,6,3.5,0,0,0,4.5,1.5,1,0
2020,16,1582*A,Eriogonum umbellatum,52,45,-5,-5,9.5,4,3,0,0,6,3.5,1,0
2021,16,1582*A,Eriogonum umbellatum,52,45,-5,-5,14.5,3,9,0,0,9.5,5,1,0
2015,16,1583*A,Lupinus argenteus,22,86,-10,-10,3,2.5,0,1,0,NA,NA,1,1
2016,16,1583*A,Lupinus argenteus,22,86,-10,-10,0,0,0,0,1,3,-3,0,0
2015,16,1584*A,Agoseris glauca,19,95,-10,-10,1.5,2,0,1,0,NA,NA,1,1
2016,16,1584*A,Agoseris glauca,19,95,-10,-10,0,0,0,0,0,1.5,-1.5,1,0
2017,16,1584*A,Agoseris glauca,19,95,-10,-10,3,4,0,0,0,0,3,1,0
2018,16,1584*A,Agoseris glauca,19,95,-10,-10,0,0,0,0,1,3,-3,0,0
2015,16,1585*A,Chaenactis douglasii,20,95,-10,-10,0.7,0.5,0,1,0,NA,NA,1,1
2016,16,1585*A,Chaenactis douglasii,20,95,-10,-10,0,0,0,0,1,0.7,-0.7,0,0
2015,16,1586*A,Lupinus argenteus,140,115,-10,-10,6,4,0,0,0,NA,NA,1,1
2016,16,1586*A,Lupinus argenteus,140,115,-10,-10,0,0,0,0,1,6,-6,0,0
2015,16,1587*A,Lupinus argenteus,140,123,-10,-10,5.5,4,0,0,0,NA,NA,1,1
2016,16,1587*A,Lupinus argenteus,140,123,-10,-10,8,5,0,0,0,5.5,2.5,1,0
2017,16,1587*A,Lupinus argenteus,140,123,-10,-10,0,0,0,0,1,8,-8,0,0
2015,16,1588*A,Chaenactis douglasii,138,62,10,0,1,1.2,0,1,0,NA,NA,1,1
2016,16,1588*A,Chaenactis douglasii,138,62,10,0,0,0,0,0,1,1,-1,0,0
2014,16,1589*A,Lupinus argenteus,145,57,10,0,11,8,0,0,0,NA,NA,1,NA
2015,16,1589*A,Lupinus argenteus,145,57,10,0,11,8,0,0,0,11,0,1,0
2016,16,1589*A,Lupinus argenteus,145,57,10,0,2,2,0,0,0,11,-9,1,0
2017,16,1589*A,Lupinus argenteus,145,57,10,0,0,0,0,0,1,2,-2,0,0
2015,16,1590*A,Lupinus argenteus,150,45,-10,-10,10,8,0,0,0,NA,NA,1,1
2016,16,1590*A,Lupinus argenteus,150,45,-10,-10,0,0,0,0,1,10,-10,0,0
2015,17,1591*A,Elymus lanceolatus,31,78,-10,-10,3,9,0,0,0,NA,NA,1,1
2016,17,1591*A,Elymus lanceolatus,31,78,-10,-10,3,12,0,0,0,3,0,1,0
2017,17,1591*A,Elymus lanceolatus,31,78,-10,-10,7,9,0,0,0,3,4,1,0
2018,17,1591*A,Elymus lanceolatus,31,78,-10,-10,4.5,6,0,0,0,7,-2.5,1,0
2019,17,1591*A,Elymus lanceolatus,31,78,-10,-10,0,0,0,0,1,4.5,-4.5,0,0
2015,17,1592*A,Lupinus argenteus,34,175,-10,-10,2,2,0,0,0,NA,NA,1,1
2016,17,1592*A,Lupinus argenteus,34,175,-10,-10,0,0,0,0,1,2,-2,0,0
2015,17,1593*A,Lupinus argenteus,64,65,-10,-10,5,4,0,0,0,NA,NA,1,1
2016,17,1593*A,Lupinus argenteus,64,65,-10,-10,25,3,0,0,0,5,20,1,0
2017,17,1593*A,Lupinus argenteus,64,65,-10,-10,0,0,0,0,1,25,-25,0,0
2015,17,1594*A,Lupinus argenteus,100,85,-10,0,1.5,2,0,0,0,NA,NA,1,1
2016,17,1594*A,Lupinus argenteus,100,85,-10,0,0,0,0,0,1,1.5,-1.5,0,0
2015,17,1595*A,Lupinus argenteus,100,90,0,10,3,2,0,0,0,NA,NA,1,1
2016,17,1595*A,Lupinus argenteus,100,90,0,10,0,0,0,0,1,3,-3,0,0
2015,17,1596*A,Lupinus argenteus,108,88,10,0,3,3,0,0,0,NA,NA,1,1
2016,17,1596*A,Lupinus argenteus,108,88,10,0,0,0,0,0,0,3,-3,1,0
2017,17,1596*A,Lupinus argenteus,108,88,10,0,3.5,2.5,0,0,0,0,3.5,1,0
2018,17,1596*A,Lupinus argenteus,108,88,10,0,0,0,0,0,1,3.5,-3.5,0,0
2014,19,1597*A,Eriogonum umbellatum,194,65,5,-5,1.5,2.5,0,0,0,NA,NA,1,NA
2015,19,1597*A,Eriogonum umbellatum,194,65,5,-5,1.5,2.5,0,0,0,1.5,0,1,0
2016,19,1597*A,Eriogonum umbellatum,194,65,5,-5,7,1,0,0,0,1.5,5.5,1,0
2017,19,1597*A,Eriogonum umbellatum,194,65,5,-5,3,1,0,0,0,7,-4,1,0
2018,19,1597*A,Eriogonum umbellatum,194,65,5,-5,0,0,0,0,1,3,-3,0,0
2014,19,1598*A,Eriogonum umbellatum,186,63,0,5,1,1.5,0,0,0,NA,NA,1,NA
2015,19,1598*A,Eriogonum umbellatum,186,63,0,5,1,1.5,0,0,0,1,0,1,0
2016,19,1598*A,Eriogonum umbellatum,186,63,0,5,0,0,0,0,1,1,-1,0,0
2014,19,1599*A,Eriogonum umbellatum,184,59,-10,10,1,1.5,0,0,0,NA,NA,1,NA
2015,19,1599*A,Eriogonum umbellatum,184,59,-10,10,1,1.5,0,0,0,1,0,1,0
2016,19,1599*A,Eriogonum umbellatum,184,59,-10,10,0,0,0,0,1,1,-1,0,0
2014,1,16*A,Ivesia gordonii,198,165,-10,-10,18,4,6,0,0,NA,NA,1,NA
2015,1,16*A,Ivesia gordonii,198,165,-10,-10,21,4,17,0,0,18,3,1,0
2016,1,16*A,Ivesia gordonii,198,165,-10,-10,19,6.3,10,0,0,21,-2,1,0
2017,1,16*A,Ivesia gordonii,198,165,-10,-10,0,0,0,0,1,19,-19,0,0
2014,14,160*A,Elymus lanceolatus,156,103,0,-1,7,17,1,0,0,NA,NA,1,NA
2015,14,160*A,Elymus lanceolatus,156,103,0,-1,13,16.5,1,0,0,7,6,1,0
2016,14,160*A,Elymus lanceolatus,156,103,0,-1,8.5,18,0,0,0,13,-4.5,1,0
2017,14,160*A,Elymus lanceolatus,156,103,0,-1,11,16,1,0,0,8.5,2.5,1,0
2018,14,160*A,Elymus lanceolatus,156,103,0,-1,12,18.5,1,0,0,11,1,1,0
2019,14,160*A,Elymus lanceolatus,156,103,0,-1,12,16,1,0,0,12,0,1,0
2020,14,160*A,Elymus lanceolatus,156,103,0,-1,7,13,0,0,0,12,-5,1,0
2021,14,160*A,Elymus lanceolatus,156,103,0,-1,7,10,0,0,0,7,0,1,0
2014,19,1600*A,Eriogonum umbellatum,171,122,-10,-10,1.5,1.5,0,0,0,NA,NA,1,NA
2015,19,1600*A,Eriogonum umbellatum,171,122,-10,-10,1.5,1.5,0,0,0,1.5,0,1,0
2016,19,1600*A,Eriogonum umbellatum,171,122,-10,-10,1.5,1.5,0,0,0,1.5,0,1,0
2017,19,1600*A,Eriogonum umbellatum,171,122,-10,-10,0,0,0,0,0,1.5,-1.5,1,0
2018,19,1600*A,Eriogonum umbellatum,171,122,-10,-10,1,0.3,0,0,0,0,1,1,0
2019,19,1600*A,Eriogonum umbellatum,171,122,-10,-10,0,0,0,0,1,1,-1,0,0
2015,19,1601*A,Eriogonum umbellatum,165,135,-10,0,2,1,0,0,0,NA,NA,1,1
2016,19,1601*A,Eriogonum umbellatum,165,135,-10,0,1.5,1.5,0,0,0,2,-0.5,1,0
2017,19,1601*A,Eriogonum umbellatum,165,135,-10,0,0,0,0,0,1,1.5,-1.5,0,0
2015,19,1602*A,Ivesia gordonii,139,110,-10,0,0.5,0.5,0,1,0,NA,NA,1,1
2016,19,1602*A,Ivesia gordonii,139,110,-10,0,1,1,0,0,0,0.5,0.5,1,0
2017,19,1602*A,Ivesia gordonii,139,110,-10,0,1,1,0,0,0,1,0,1,0
2018,19,1602*A,Ivesia gordonii,139,110,-10,0,1.5,1.5,0,0,0,1,0.5,1,0
2019,19,1602*A,Ivesia gordonii,139,110,-10,0,3,2,0,0,0,1.5,1.5,1,0
2020,19,1602*A,Ivesia gordonii,139,110,-10,0,2.5,1.5,0,0,0,3,-0.5,1,0
2021,19,1602*A,Ivesia gordonii,139,110,-10,0,5,2.5,0,0,0,2.5,2.5,1,0
2015,19,1603*A,Ivesia gordonii,95,112,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,19,1603*A,Ivesia gordonii,95,112,-10,-10,1.5,1.5,0,0,0,0.5,1,1,0
2017,19,1603*A,Ivesia gordonii,95,112,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2018,19,1603*A,Ivesia gordonii,95,112,-10,-10,3.5,2.5,0,0,0,2,1.5,1,0
2019,19,1603*A,Ivesia gordonii,95,112,-10,-10,5,4,0,0,0,3.5,1.5,1,0
2020,19,1603*A,Ivesia gordonii,95,112,-10,-10,5.5,2.5,0,0,0,5,0.5,1,0
2021,19,1603*A,Ivesia gordonii,95,112,-10,-10,8,4.5,1,0,0,5.5,2.5,1,0
2015,19,1604*A,Ivesia gordonii,91,101,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,19,1604*A,Ivesia gordonii,91,101,-10,-10,1,0.5,0,0,0,0.5,0.5,1,0
2017,19,1604*A,Ivesia gordonii,91,101,-10,-10,1.5,0.5,0,0,0,1,0.5,1,0
